Customer ID,Credit Limit,Utilisation %,Avg Payment Ratio,Min Due Paid Frequency,Merchant Mix Index,Cash Withdrawal %,Recent Spend Change %,DPD Bucket Next Month
C0588,27100,71,44,1,0.93,14,0,0
C0589,20000,38,62,10,0.77,10,-10,0
C0590,21400,0,79,85,0.83,3,6,0
C0591,20000,78,18,40,0.54,13,14,0
C0592,27800,35,67,0,0.57,32,-38,0
C0593,20000,91,11,23,0.55,50,-19,0
C0594,54300,99,7,66,0.67,30,11,0
C0595,75600,58,20,43,0.42,10,-16,1
C0596,41800,49,34,7,0.92,0,1,0
C0597,83400,88,27,31,0.72,24,-11,0
C0598,54400,63,31,23,0.67,9,6,0
C0599,20000,53,48,22,0.79,35,15,0
C0600,29400,55,81,18,0.57,22,-27,0
C0601,20000,34,73,33,0.94,14,-29,0
C0602,20000,64,36,15,0.67,26,-37,0
C0603,38200,52,18,23,0.94,17,-35,0
C0604,20000,43,68,0,0.83,8,24,0
C0605,40800,74,23,37,1.0,0,52,0
C0606,20000,65,14,18,0.71,18,8,0
C0607,26900,23,68,61,0.59,8,20,0
C0608,22800,50,46,19,0.78,0,-11,0
C0609,39800,23,100,31,0.44,19,19,0
C0610,20700,46,22,0,0.94,0,-4,0
C0611,59500,35,33,52,0.69,40,-11,0
C0612,29300,37,67,64,0.58,70,32,1
C0613,20000,20,88,34,0.59,7,1,0
C0614,22100,63,60,64,1.0,0,-14,0
C0615,88000,86,24,19,0.68,30,-25,1
C0616,40700,93,0,56,0.37,15,30,2
C0617,29000,22,49,62,0.87,22,42,0
C0618,22500,61,25,19,0.76,0,2,0
C0619,65400,44,39,53,0.55,48,-10,1
C0620,34600,74,12,10,0.84,14,0,0
C0621,25900,81,0,31,0.44,14,-7,0
C0622,33700,55,27,20,0.36,72,45,0
C0623,46000,38,99,0,0.67,22,36,0
C0624,20000,90,26,5,0.63,30,-10,0
C0625,31000,48,12,35,0.87,0,-62,0
C0626,28800,84,27,81,0.68,23,39,0
C0627,47700,33,87,25,0.52,0,-33,0
C0628,31400,82,40,0,0.51,20,-15,0
C0629,31500,71,51,24,0.43,67,6,0
C0630,20600,17,94,49,0.83,11,3,0
C0631,88300,61,32,41,0.87,35,-1,0
C0632,65900,46,62,50,0.31,7,-12,1
C0633,56100,53,50,0,0.78,14,1,0
C0634,39200,0,77,17,0.52,26,16,0
C0635,20000,60,47,56,0.73,18,-35,0
C0636,20000,54,28,36,0.72,29,20,0
C0637,41700,90,0,0,0.74,0,-3,0
C0638,20000,65,39,14,0.54,0,-18,0
C0639,77600,48,69,30,0.72,8,-6,0
C0640,64200,18,94,10,0.9,0,4,0
C0641,75400,69,5,66,0.43,11,19,0
C0642,80800,35,93,77,0.78,0,-54,0
C0643,25100,68,45,66,0.79,4,-9,0
C0644,99900,67,25,21,0.66,33,-7,0
C0645,68000,74,44,7,0.76,59,-36,0
C0646,39900,57,34,57,0.56,64,-8,1
C0647,87700,66,39,3,0.89,42,12,0
C0648,20000,35,52,16,0.39,0,-33,0
C0649,43800,60,87,14,0.5,72,-27,1
C0650,50700,25,100,16,0.6,6,19,0
C0651,42100,48,79,12,0.74,0,78,0
C0652,63100,42,79,31,0.65,0,-7,0
C0653,20000,35,68,48,0.75,68,-6,0
C0654,22500,21,56,71,0.75,24,-2,0
C0655,40400,20,83,0,0.55,21,17,0
C0656,25100,0,65,40,0.7,4,-27,0
C0657,50000,11,82,30,0.59,10,-24,0
C0658,46400,78,31,16,0.48,58,8,0
C0659,22100,41,43,32,0.56,0,-40,0
C0660,20000,35,42,31,0.68,4,-7,0
C0661,50600,6,96,25,0.64,39,-33,0
C0662,25900,60,42,98,0.15,68,-24,3
C0663,25800,29,82,55,0.68,58,0,0
C0664,46000,19,67,40,0.53,33,-3,0
C0665,20300,39,80,0,0.76,0,3,0
C0666,25100,41,24,1,0.9,0,-25,0
C0667,56400,46,67,0,0.66,9,-5,0
C0668,39500,46,54,53,0.6,29,-7,0
C0669,20000,76,22,12,0.69,48,4,0
C0670,35600,40,42,15,0.68,48,10,0
C0671,24400,88,47,5,0.92,24,9,0
C0672,64900,82,63,13,0.76,19,-18,1
C0673,42200,50,79,16,0.61,16,18,0
C0674,66700,48,42,0,0.72,0,35,0
C0675,25500,9,100,38,0.77,12,-18,0
C0676,91400,88,0,55,0.25,88,-47,3
C0677,72300,53,0,35,0.71,26,14,0
C0678,66800,95,2,22,0.47,0,33,0
C0679,31300,41,38,38,0.65,58,-23,2
C0680,48200,47,33,74,0.73,19,-17,1
C0681,58000,53,51,30,0.39,30,-43,1
C0682,79500,76,13,40,0.67,6,-1,0
C0683,39300,17,81,60,0.81,7,15,0
C0684,43100,19,50,11,1.0,43,-11,0
C0685,31600,46,61,73,0.42,20,-53,2
C0686,66600,58,61,0,0.56,1,-17,0
C0687,21600,61,84,7,0.61,0,-1,0
C0688,65400,12,100,29,0.57,0,-24,0
C0689,36100,21,70,53,0.45,17,-17,0
C0690,29200,12,66,41,1.0,4,-32,0
C0691,30100,30,77,0,0.8,0,-32,0
C0692,76700,76,3,0,0.64,60,-25,0
C0693,45000,61,42,0,0.99,11,-39,0
C0694,44500,93,0,12,0.64,12,-26,0
C0695,20100,70,49,43,0.45,47,26,0
C0696,34700,41,28,0,0.64,1,-10,0
C0697,141700,60,24,46,0.58,48,-14,0
C0698,56100,57,39,18,0.61,10,0,0
C0699,40000,23,77,15,0.61,29,15,0
C0700,30700,53,56,22,0.54,23,18,0
C0701,37100,40,59,23,0.87,18,-8,0
C0702,70800,69,38,65,0.61,16,13,0
C0703,20000,85,14,0,0.64,6,-18,0
C0704,43600,25,100,39,0.81,5,0,0
C0705,20000,56,56,8,0.65,5,17,0
C0706,29800,35,30,50,0.19,53,2,3
C0707,28100,32,87,63,0.76,27,12,0
C0708,42000,57,88,0,0.85,47,-35,1
C0709,78500,9,87,47,0.44,4,0,0
C0710,33700,38,44,0,0.62,17,-4,0
C0711,26500,50,53,58,0.86,5,18,0
C0712,30700,34,75,55,0.42,64,10,0
C0713,79800,0,89,49,0.59,12,26,0
C0714,39800,73,0,52,0.96,2,5,0
C0715,35500,34,73,49,0.5,11,41,0
C0716,21700,60,56,84,0.12,34,-40,2
C0717,20000,79,6,86,0.73,25,-25,1
C0718,58500,100,0,50,0.74,57,-15,2
C0719,26300,69,15,45,0.7,9,19,0
C0720,27300,80,17,2,0.89,17,1,0
C0721,33100,73,0,100,0.61,43,-50,2
C0722,45900,47,50,0,0.64,0,-28,0
C0723,35600,68,65,0,0.65,25,53,0
C0724,64500,5,100,59,0.83,58,1,0
C0725,30400,100,11,11,0.59,7,21,0
C0726,77800,0,81,55,0.48,0,-27,1
C0727,24000,70,17,0,0.85,13,60,0
C0728,28900,0,73,77,0.54,0,-19,1
C0729,52400,8,87,12,0.66,24,28,0
C0730,50900,49,81,0,0.83,36,3,0
C0731,75000,32,56,82,0.46,0,30,0
C0732,49600,92,0,0,0.49,2,3,1
C0733,53100,0,69,0,0.67,60,-5,0
C0734,48100,41,83,0,0.71,0,13,0
C0735,24200,83,36,48,0.53,56,-1,0
C0736,45400,21,76,51,0.37,27,39,1
C0737,36300,55,26,51,0.51,1,9,0
C0738,57600,65,60,54,0.65,27,-43,1
C0739,28500,48,57,12,0.82,43,-32,0
C0740,46100,38,64,12,0.66,22,-90,0
C0741,41800,9,86,34,0.69,17,4,0
C0742,38700,48,29,28,0.81,0,-39,0
C0743,26800,65,41,55,0.76,8,9,0
C0744,97400,35,100,0,0.46,17,-51,0
C0745,32700,30,55,38,0.73,12,0,0
C0746,52300,45,75,0,0.39,13,-28,1
C0747,25300,69,21,11,0.93,26,-24,0
C0748,20000,17,100,0,0.58,15,6,0
C0749,37800,61,78,74,0.61,75,-23,2
C0750,47300,18,73,40,0.71,0,-29,0
C0751,20000,44,61,87,0.67,48,11,0
C0752,47600,85,0,91,0.76,47,-41,2
C0753,31700,72,55,0,0.69,32,39,0
C0754,61700,80,48,30,0.8,15,18,0
C0755,56900,48,38,80,0.36,26,17,0
C0756,47700,37,36,41,0.57,36,6,1
C0757,27300,90,0,31,0.35,0,54,0
C0758,21600,92,0,0,0.6,14,9,0
C0759,21600,71,69,20,0.65,25,44,1
C0760,37400,36,68,17,0.78,19,12,1
C0761,52800,19,45,36,0.55,0,-9,0
C0762,20000,35,93,24,0.95,30,-49,0
C0763,25500,57,55,24,0.57,33,-19,0
C0764,53600,65,53,41,0.72,0,-26,0
C0765,45600,27,100,22,0.96,25,36,0
C0766,35600,16,100,43,0.68,13,-49,0
C0767,28300,37,56,0,0.72,12,-5,0
C0768,38000,38,61,45,0.59,54,-31,1
C0769,20900,31,54,31,0.48,25,29,0
C0770,20000,53,30,34,0.48,57,29,1
C0771,45600,67,26,0,0.63,46,-32,0
C0772,106400,74,0,5,0.37,38,-9,1
C0773,37200,46,67,27,0.74,0,-52,0
C0774,25900,23,66,17,0.78,8,32,0
C0775,87900,88,4,26,0.65,25,-65,1
C0776,20000,92,0,24,0.53,22,4,0
C0777,23600,38,53,0,0.85,0,-31,0
C0778,29600,62,29,0,0.68,13,-2,0
C0779,36900,23,96,14,0.54,0,-14,0
C0780,112200,28,49,0,0.78,0,28,0
C0781,87900,67,27,41,0.69,20,13,0
C0782,98000,61,23,4,1.0,5,-15,0
C0783,40800,97,1,25,0.86,9,36,0
C0784,93000,58,53,32,0.71,0,0,0
C0785,36400,27,65,0,0.41,0,56,0
C0786,42900,59,48,91,0.21,36,-27,2
C0787,58500,85,32,27,0.41,33,-4,0
C0788,26300,2,88,32,0.64,0,-33,0
C0789,49700,64,36,71,0.78,0,-22,0
C0790,36700,59,33,59,0.7,57,-51,2
C0791,53200,55,50,0,0.59,21,25,0
C0792,44300,0,100,46,0.73,79,-14,0
C0793,24900,20,52,30,1.0,31,11,0
C0794,45000,48,89,0,0.75,10,-3,0
C0795,51800,47,42,41,0.6,34,-41,0
C0796,55000,58,77,55,0.56,53,-3,1
C0797,35600,66,78,28,0.34,40,-80,2
C0798,49400,28,45,59,0.72,0,49,0
C0799,20000,0,100,10,0.72,61,6,0
C0800,20000,41,66,100,0.68,51,-28,2
C0801,24400,89,8,78,0.84,53,-30,0
C0802,29500,90,21,0,0.52,24,-21,0
C0803,20000,28,70,18,0.63,21,-10,0
C0804,61200,48,36,0,0.72,10,-4,0
C0805,36600,77,44,29,0.76,27,-1,0
C0806,28200,72,2,0,0.41,15,4,0
C0807,28500,28,74,91,0.75,53,-3,2
C0808,58200,40,30,49,0.65,30,4,2
C0809,34500,59,26,50,0.84,6,4,0
C0810,43500,15,93,0,0.87,5,4,0
C0811,26700,83,0,39,0.6,71,35,3
C0812,20000,57,40,67,0.67,31,-63,1
C0813,38600,57,20,18,0.69,13,24,0
C0814,54900,18,53,63,0.25,25,-27,2
C0815,20000,93,0,0,0.37,51,-44,1
C0816,20000,49,69,20,0.75,49,-21,0
C0817,20000,13,100,0,0.75,17,-10,0
C0818,49300,45,51,42,0.72,35,16,0
C0819,46600,26,37,6,0.77,0,-4,0
C0820,28500,88,15,0,0.63,0,31,0
C0821,20000,52,71,38,0.63,20,-7,1
C0822,43400,26,91,24,0.42,7,7,0
C0823,32800,73,33,24,0.76,4,30,0
C0824,41700,58,29,67,0.63,0,23,0
C0825,89700,75,27,0,0.67,0,-29,0
C0826,25700,100,0,65,0.4,54,6,2
C0827,29900,3,100,15,0.92,0,-24,0
C0828,45700,47,68,43,0.44,0,60,0
C0829,23400,21,68,10,0.87,13,9,0
C0830,20000,3,67,0,0.66,19,10,0
C0831,61900,88,18,40,0.96,20,-52,0
C0832,49700,30,81,2,0.59,10,29,0
C0833,104600,9,52,35,0.69,10,18,0
C0834,25600,71,29,21,0.65,2,-10,0
C0835,20000,0,77,16,0.49,40,-25,0
C0836,78200,0,83,10,0.63,16,-47,0
C0837,33500,73,28,45,0.4,75,1,2
C0838,106900,20,19,59,1.0,26,21,0
C0839,71200,94,10,71,0.9,0,-40,0
C0840,49500,9,100,17,0.78,3,-6,0
C0841,28300,46,62,17,0.85,10,30,0
C0842,41900,13,100,3,0.76,0,-2,0
C0843,40400,33,60,44,0.83,0,-1,0
C0844,29800,98,82,67,0.19,38,-36,2
C0845,25700,27,62,32,0.51,0,17,0
C0846,56500,36,70,10,0.67,0,6,0
C0847,23500,62,19,0,0.75,0,-11,0
C0848,45700,67,71,79,0.75,90,-37,3
C0849,73800,0,80,0,0.63,14,-26,0
C0850,55000,62,10,22,0.77,38,-3,0
C0851,20000,27,77,60,0.62,0,13,0
C0852,107400,40,49,2,0.93,0,-20,0
C0853,35900,44,45,30,0.58,42,-34,0
C0854,33800,86,4,12,0.51,6,-25,1
C0855,91600,51,49,37,0.64,11,26,0
C0856,20700,18,88,34,0.6,25,37,0
C0857,32600,70,2,3,0.68,36,-29,0
C0858,20000,13,81,8,0.8,0,-12,0
C0859,54500,47,67,0,0.74,2,-13,0
C0860,62600,54,59,65,0.78,28,4,0
C0861,53200,60,38,39,0.73,0,8,0
C0862,65400,64,30,21,0.73,32,18,0
C0863,28400,38,66,16,0.87,0,-4,0
C0864,24900,11,100,71,0.81,28,-36,0
C0865,38100,83,22,4,0.79,5,-4,0
C0866,23400,20,67,11,0.72,0,23,0
C0867,30300,65,32,56,0.61,15,-17,0
C0868,74700,3,92,28,0.57,0,7,0
C0869,30600,33,30,72,0.36,26,-37,1
C0870,45300,26,40,19,0.6,49,8,2
C0871,21500,58,33,11,0.88,0,40,0
C0872,61200,29,44,24,0.88,44,16,0
C0873,20000,58,31,4,0.62,69,14,0
C0874,37200,11,52,47,0.85,16,15,0
C0875,21800,17,93,0,0.75,33,-44,0
C0876,43000,83,0,56,0.91,0,-17,0
C0877,43000,94,0,0,0.54,32,4,0
C0878,29800,0,100,0,1.0,38,30,0
C0879,34400,42,53,45,0.8,20,25,0
C0880,42200,87,0,8,0.68,12,25,0
C0881,47700,65,0,9,0.66,3,21,0
C0882,20000,0,100,0,0.7,0,11,0
C0883,27000,57,76,26,0.76,20,27,0
C0884,31400,68,30,0,0.69,15,67,0
C0885,76900,90,0,56,0.54,33,-3,1
C0886,28400,39,83,8,0.93,35,-1,0
C0887,32100,57,67,13,0.78,25,-7,0
C0888,49500,0,100,0,0.62,9,-34,0
C0889,57900,49,72,50,0.63,14,-17,0
C0890,53700,62,53,20,0.67,18,-24,0
C0891,34500,11,82,11,0.59,0,-19,0
C0892,96200,73,91,85,0.28,5,-34,1
C0893,21300,60,30,15,0.47,25,-43,1
C0894,34100,18,67,13,0.84,62,0,0
C0895,44600,52,50,60,0.75,16,3,0
C0896,50900,25,65,29,0.76,50,1,0
C0897,115500,90,8,7,0.72,61,-11,0
C0898,31600,88,92,78,0.76,44,11,1
C0899,49700,27,78,79,0.57,11,33,0
C0900,23300,94,0,0,0.43,0,25,0
C0901,36100,69,28,0,0.49,0,8,0
C0902,27900,93,19,12,0.75,5,13,0
C0903,20000,24,62,13,0.71,52,-11,0
C0904,47100,65,27,0,0.93,0,-17,0
C0905,44400,87,13,45,0.69,13,15,0
C0906,29700,61,5,30,0.64,29,-21,1
C0907,43200,27,29,73,0.15,60,-16,1
C0908,47200,35,84,0,0.6,0,61,0
C0909,49200,92,24,28,0.62,0,-37,0
C0910,102300,88,14,52,0.68,15,9,0
C0911,65200,47,30,21,0.61,9,35,0
C0912,29500,53,22,25,0.89,2,-5,0
C0913,47800,55,49,77,0.86,2,8,0
C0914,92800,36,73,18,0.93,0,-36,0
C0915,70100,0,100,0,0.74,17,21,0
C0916,80900,30,53,44,0.91,25,19,0
C0917,26300,72,51,30,0.73,0,-5,0
C0918,94100,77,73,87,0.23,52,20,2
C0919,52000,71,28,74,0.79,0,1,0
C0920,62200,50,44,50,0.59,31,-10,0
C0921,47900,82,0,29,0.63,6,-14,1
C0922,31400,45,72,0,0.67,0,-3,0
C0923,42800,7,72,13,0.51,15,1,1
C0924,133400,99,0,62,0.74,37,-19,1
C0925,22300,21,81,1,0.61,0,36,0
C0926,122100,54,47,10,0.69,4,-14,0
C0927,20000,42,79,32,0.81,9,-9,0
C0928,40200,69,45,41,0.38,0,-26,0
C0929,50100,32,84,58,0.61,0,12,0
C0930,34500,2,100,0,0.39,39,6,0
C0931,25100,7,100,21,0.67,37,-7,0
C0932,69800,40,85,27,0.4,17,-45,1
C0933,49100,90,0,83,0.33,84,-16,3
C0934,34500,65,69,34,0.45,69,-21,0
C0935,86800,39,40,0,0.5,73,4,0
C0936,45700,53,20,43,0.67,14,13,0
C0937,20000,84,11,36,0.56,29,-2,0
C0938,33000,100,0,66,0.34,51,13,2
C0939,37500,65,38,17,0.67,0,72,0
C0940,38500,31,64,34,0.77,8,40,0
C0941,30500,23,42,0,0.53,14,23,0
C0942,20000,59,47,0,0.93,18,7,0
C0943,70300,31,50,0,0.7,10,41,0
C0944,109300,71,0,73,0.45,58,-20,1
C0945,20000,56,58,50,0.72,3,42,0
C0946,36200,24,78,2,0.58,60,27,0
C0947,34600,45,78,34,0.55,4,5,0
C0948,60800,32,76,27,0.58,58,-35,2
C0949,60700,88,59,20,0.71,29,6,1
C0950,20400,63,33,12,0.55,16,-8,0
C0951,37800,93,0,14,0.65,50,-8,0
C0952,28400,51,28,35,0.51,41,-41,0
C0953,47600,0,99,8,0.74,0,43,0
C0954,20000,75,0,72,0.55,52,58,2
C0955,42200,29,54,48,0.68,62,-23,0
C0956,22800,59,58,3,0.95,16,-16,0
C0957,99500,46,24,35,0.89,0,-47,0
C0958,35100,53,20,0,0.86,0,30,0
C0959,24000,46,64,4,0.76,0,9,0
C0960,37000,40,52,3,0.49,52,16,0
C0961,20000,37,89,9,0.71,27,1,0
C0962,25600,73,29,6,0.48,30,-11,0
C0963,45500,15,65,17,0.88,0,-39,0
C0964,132300,57,32,78,0.49,11,15,0
C0965,40300,30,80,54,0.87,0,61,0
C0966,23100,30,67,53,0.89,0,33,0
C0967,86400,18,100,0,0.8,16,12,0
C0968,56000,17,100,15,0.74,0,-3,0
C0969,26800,50,32,73,0.65,19,37,0
C0970,32100,53,26,31,0.6,9,41,0
C0971,52200,90,5,0,0.58,41,-8,0
C0972,64200,27,100,55,0.37,64,-34,2
C0973,51500,95,0,10,0.68,69,11,0
C0974,54100,58,35,58,0.8,5,-41,0
C0975,41800,37,24,0,0.99,16,5,0
C0976,32700,66,16,0,0.53,30,3,0
C0977,62100,65,26,0,0.88,0,8,0
C0978,39300,95,0,37,0.71,15,-17,0
C0979,34700,43,58,0,1.0,0,-8,0
C0980,57400,0,100,27,0.87,65,48,0
C0981,44500,34,83,6,0.74,25,13,0
C0982,70500,45,39,28,0.95,18,-30,0
C0983,76100,63,43,27,0.89,0,5,0
C0984,20000,2,69,10,0.69,0,35,0
C0985,58100,56,35,0,0.85,0,-6,0
C0986,87300,28,27,45,0.64,15,-8,0
C0987,79300,100,13,26,0.77,4,11,0
C0988,103500,6,100,40,0.88,9,34,0
C0989,63300,31,70,42,0.61,22,2,0
C0990,20000,32,48,65,0.58,20,-25,1
C0991,63200,70,86,15,0.57,11,11,1
C0992,32600,83,33,11,0.6,19,16,0
C0993,40600,43,44,40,0.8,30,51,0
C0994,85400,22,96,10,0.81,0,-42,0
C0995,49500,65,54,0,0.52,0,-22,0
C0996,84700,46,45,32,0.8,28,-4,0
C0997,46300,76,72,36,0.53,20,-52,2
C0998,76800,21,69,21,0.72,0,13,0
C0999,28300,83,0,78,0.5,43,16,2
C1000,97100,39,51,31,0.82,0,0,0
C1001,29800,43,18,82,1.0,36,-19,0
C1002,35700,28,45,7,0.72,0,21,0
C1003,23900,34,18,46,0.64,60,35,1
C1004,33300,21,48,31,0.84,3,-15,0
C1005,45800,26,31,48,0.52,24,23,1
C1006,20700,65,17,69,0.52,0,-4,0
C1007,73400,58,31,5,0.52,0,-1,0
C1008,20000,14,81,32,0.49,75,4,1
C1009,65100,69,38,54,0.56,0,-5,0
C1010,33900,21,100,26,0.65,9,23,0
C1011,39700,68,10,85,0.8,0,10,0
C1012,46800,49,17,87,0.82,52,-45,3
C1013,44700,24,48,80,0.41,44,10,2
C1014,24600,61,42,0,0.7,0,-39,0
C1015,49700,85,0,0,0.59,0,-14,0
C1016,26200,46,86,52,0.83,55,-19,2
C1017,29600,66,32,14,0.69,48,-10,0
C1018,47400,36,76,0,0.75,0,-2,0
C1019,99800,56,85,77,0.58,78,-23,2
C1020,20300,80,0,13,0.7,25,-2,0
C1021,64700,35,72,41,0.75,17,54,0
C1022,40500,86,22,17,0.95,21,-3,0
C1023,20000,65,69,19,0.44,50,-30,2
C1024,46800,71,0,100,0.69,90,-50,3
C1025,61300,10,87,37,0.36,77,40,2
C1026,43900,49,83,35,0.77,1,-1,0
C1027,33900,53,47,0,0.47,44,-6,1
C1028,41200,84,15,43,0.8,46,-76,1
C1029,33800,94,0,20,0.65,0,-34,0
C1030,27900,50,85,63,0.46,3,9,1
C1031,37600,41,76,0,0.57,0,-5,0
C1032,35800,58,55,44,1.0,44,-36,0
C1033,100700,34,62,24,0.49,0,37,0
C1034,34700,76,63,0,0.84,18,-35,0
C1035,108600,15,89,17,0.83,18,-20,0
C1036,41400,60,28,21,0.97,72,16,0
C1037,51500,63,57,0,0.28,8,-22,0
C1038,43300,54,52,49,0.65,50,24,0
C1039,45400,88,10,38,1.0,10,4,0
C1040,20000,0,77,14,0.71,0,-4,0
C1041,29900,87,47,0,0.76,11,13,0
C1042,20600,16,77,56,0.48,18,-3,1
C1043,20900,59,52,32,0.54,61,-25,0
C1044,26900,54,53,0,0.59,53,0,0
C1045,20000,93,20,83,0.49,9,14,1
C1046,25200,29,100,7,0.84,14,-4,0
C1047,42000,53,50,53,0.81,14,1,0
C1048,48800,0,100,41,0.37,49,4,0
C1049,38800,90,11,43,0.45,49,-25,1
C1050,30500,98,0,9,0.46,39,12,0
C1051,24000,51,37,9,0.65,78,17,1
C1052,20200,85,0,0,0.76,0,-30,0
C1053,71200,74,26,56,0.29,37,-1,2
C1054,20000,63,56,76,0.66,56,-44,1
C1055,39700,100,0,41,0.1,84,-66,3
C1056,21400,72,48,0,0.47,19,-21,0
C1057,63400,37,85,39,0.66,12,13,0
C1058,23400,12,86,1,0.52,0,-36,0
C1059,24300,0,100,50,0.53,15,2,0
C1060,20000,22,40,0,0.8,3,19,0
C1061,77300,17,64,10,0.46,70,-39,1
C1062,20400,100,83,93,0.32,90,-23,3
C1063,51500,78,15,0,0.5,40,39,0
C1064,31200,96,16,0,0.7,0,-9,0
C1065,33600,55,71,23,0.71,43,1,0
C1066,56700,18,58,27,0.77,48,1,0
C1067,60400,58,37,26,0.68,1,13,0
C1068,63000,85,24,0,0.63,37,2,0
C1069,37000,51,19,0,0.75,0,20,0
C1070,30600,41,84,28,0.69,28,43,0
C1071,35200,3,100,13,1.0,16,-61,0
C1072,32500,29,44,43,0.55,0,-3,0
C1073,46200,85,13,13,0.71,31,-30,0
C1074,50400,54,25,0,0.9,22,35,0
C1075,20000,93,0,57,0.83,90,-69,3
C1076,64400,57,31,14,1.0,65,-10,0
C1077,123000,24,99,16,0.74,0,-44,0
C1078,73900,7,100,94,0.86,29,9,0
C1079,170800,45,80,92,0.72,0,4,0
C1080,32000,77,99,52,0.24,88,-48,2
C1081,36400,57,63,44,0.61,60,-7,1
C1082,53400,0,100,15,0.83,39,-90,0
C1083,20800,0,100,6,0.71,0,31,0
C1084,32500,90,18,51,0.63,42,33,1
C1085,63700,58,75,55,0.71,21,-26,2
C1086,39300,90,0,10,0.71,20,19,0
C1087,85200,91,15,38,0.9,21,26,0
C1088,54600,90,11,6,0.82,0,-22,0
C1089,76600,41,9,62,0.73,71,-19,3
C1090,30200,45,21,34,0.93,18,-1,0
C1091,23900,46,29,60,0.83,61,-34,2
C1092,33200,15,73,15,0.77,13,0,0
C1093,27100,0,88,32,0.85,28,23,0
C1094,33200,42,27,44,0.46,4,1,0
C1095,61900,36,18,28,0.68,14,1,0
C1096,20000,42,85,33,0.85,19,-39,0
C1097,40200,40,93,35,0.84,19,-25,0
C1098,64000,60,18,0,1.0,0,-37,0
C1099,21900,96,13,26,0.65,7,24,0
C1100,33100,71,32,28,0.77,35,-15,0
C1101,31600,70,48,51,0.6,30,14,0
C1102,62400,69,0,58,0.58,51,-21,2
C1103,51500,32,93,85,0.38,31,0,1
C1104,52800,63,83,66,0.6,41,-5,2
C1105,51900,29,33,55,0.24,86,-41,3
C1106,56300,28,87,23,0.71,0,18,0
C1107,43900,70,32,14,0.73,18,17,0
C1108,71300,67,29,0,0.67,0,8,0
C1109,20000,47,100,5,0.57,0,-18,0
C1110,51700,10,100,22,0.79,22,21,0
C1111,38200,67,31,62,0.46,3,-90,1
C1112,44300,77,33,29,0.87,18,-45,0
C1113,53900,49,51,20,0.62,25,-14,0
C1114,83200,71,13,21,0.73,0,-17,0
C1115,49000,23,53,16,0.71,0,8,0
C1116,73200,30,100,21,0.56,43,-5,0
C1117,26800,55,49,7,0.46,68,1,0
C1118,43900,56,61,47,0.58,13,7,1
C1119,54000,16,96,21,0.58,10,-38,0
C1120,43500,14,100,0,0.79,24,35,0
C1121,26500,75,10,0,0.63,24,-83,1
C1122,20000,47,81,45,0.21,75,-41,2
C1123,20000,70,0,86,0.62,23,8,1
C1124,41700,91,10,51,0.47,65,23,1
C1125,88500,46,70,25,0.65,11,5,0
C1126,72100,66,20,37,0.92,53,22,0
C1127,62600,28,88,1,0.99,0,7,0
C1128,57100,77,9,0,0.8,0,-36,0
C1129,43300,15,97,0,0.83,3,-55,0
C1130,54400,21,79,0,0.79,36,-17,0
C1131,52600,59,48,8,0.91,40,-32,0
C1132,52900,63,35,0,0.46,6,-11,0
C1133,26900,0,100,36,0.73,5,-1,0
C1134,43800,40,51,22,0.32,0,17,0
C1135,34500,92,14,9,0.62,10,-28,0
C1136,42200,43,38,22,0.8,10,-4,0
C1137,26400,44,100,21,0.5,28,16,1
C1138,26900,0,89,19,0.68,0,11,0
C1139,42700,60,31,38,0.88,11,2,0
C1140,20000,100,0,29,0.67,41,23,0
C1141,23100,68,69,89,0.63,44,-13,1
C1142,20000,87,17,0,1.0,12,22,0
C1143,35000,41,68,28,0.92,45,-9,0
C1144,64800,44,37,14,0.75,13,-24,0
C1145,29500,47,53,44,1.0,23,37,0
C1146,39500,60,11,44,0.55,65,-7,1
C1147,28100,75,0,6,0.67,17,2,1
C1148,23400,59,50,34,0.58,17,-1,0
C1149,32400,53,21,36,0.49,16,18,1
C1150,81700,6,94,43,0.11,1,36,1
C1151,55600,44,89,3,1.0,36,-1,0
C1152,20000,62,32,30,0.61,0,-7,1
C1153,35900,66,16,28,0.92,69,-15,0
C1154,43200,89,47,25,0.59,41,0,0
C1155,40700,20,83,15,0.59,28,-6,0
C1156,52400,48,39,33,0.88,3,5,0
C1157,29200,80,28,3,0.43,16,-32,0
C1158,20200,69,0,50,0.49,33,54,1
C1159,54400,100,0,19,0.84,19,32,1
C1160,30600,43,48,66,0.56,0,25,0
C1161,22400,49,94,50,0.39,19,0,1
C1162,73200,59,58,0,0.61,65,32,0
C1163,24600,48,36,4,0.65,0,-23,0
C1164,20000,27,100,0,0.48,5,-24,0
C1165,22900,42,53,18,0.54,1,13,0
C1166,52700,27,73,28,0.39,5,-40,1
C1167,21900,90,0,35,0.3,3,-48,1
C1168,23400,43,93,31,0.8,11,-19,0
C1169,28700,39,51,6,0.68,20,40,0
C1170,35100,1,100,4,0.54,20,7,0
C1171,20000,62,52,28,0.72,18,-21,0
C1172,37200,100,0,65,0.25,61,0,3
C1173,20000,63,40,6,0.52,56,2,0
C1174,50900,14,100,46,0.65,63,15,0
C1175,45200,58,52,19,0.51,39,-47,0
C1176,71200,25,41,0,0.63,0,1,0
C1177,42400,56,43,15,0.91,13,-34,0
C1178,20000,30,73,0,0.73,4,-32,0
